year,date,open_asian,high_asian,low_asian,close_asian,n_asian,range_pips_asian,net_pips_asian,open_post,high_post,low_post,close_post,n_post,range_pips_post,net_pips_post,gap_pips,continuation
2022,2022-01-17,114.309,114.545,114.274,114.396,537.0,27.10000000000008,8.70000000000033,114.396,114.649,114.384,114.573,837.0,26.500000000000057,17.69999999999925,0.0,True
2022,2022-01-18,114.572,115.056,114.448,114.707,540.0,60.80000000000041,13.49999999999909,114.708,114.75,114.453,114.556,894.0,29.699999999999704,-15.200000000000102,0.10000000000047748,False
2022,2022-01-19,114.555,114.787,114.205,114.455,540.0,58.200000000000784,-10.000000000000853,114.458,114.551,114.208,114.347,900.0,34.30000000000035,-11.10000000000042,0.30000000000001137,True
2022,2022-01-20,114.347,114.546,114.022,114.287,540.0,52.40000000000009,-5.999999999998806,114.287,114.346,113.858,113.992,896.0,48.799999999999955,-29.50000000000017,0.0,True
2022,2022-01-21,113.99,114.032,113.624,114.006,540.0,40.800000000000125,1.6000000000005343,114.007,114.011,113.603,113.656,780.0,40.800000000000125,-35.09999999999991,0.10000000000047748,False
2022,2022-01-24,113.787,113.974,113.554,113.585,539.0,42.00000000000017,-20.20000000000124,113.584,114.095,113.466,114.013,897.0,62.90000000000049,42.900000000000205,-0.0999999999990564,False
2022,2022-01-25,114.012,114.049,113.667,113.898,540.0,38.2000000000005,-11.400000000000432,113.898,114.155,113.778,113.892,898.0,37.699999999999534,-0.6000000000000227,0.0,True
2022,2022-01-26,113.895,114.152,113.776,114.143,539.0,37.60000000000048,24.800000000000466,114.144,114.742,114.073,114.721,896.0,66.90000000000111,57.69999999999982,0.10000000000047748,True
2022,2022-01-27,114.719,114.95,114.474,114.923,540.0,47.59999999999991,20.400000000000773,114.926,115.489,114.893,115.35,900.0,59.600000000000364,42.39999999999924,0.30000000000001137,True
2022,2022-01-28,115.35,115.685,115.315,115.531,540.0,37.000000000000455,18.10000000000116,115.53,115.668,115.121,115.181,780.0,54.700000000001125,-34.900000000000375,-0.10000000000047748,False
2022,2022-01-31,115.261,115.59,115.219,115.465,540.0,37.10000000000093,20.400000000000773,115.465,115.527,114.923,115.12,884.0,60.39999999999992,-34.499999999999886,0.0,False
2022,2022-02-01,115.119,115.191,114.887,114.903,539.0,30.400000000000205,-21.599999999999397,114.903,114.903,114.566,114.733,881.0,33.70000000000033,-17.00000000000017,0.0,True
2022,2022-02-02,114.733,114.802,114.505,114.534,538.0,29.700000000001125,-19.899999999999807,114.534,114.604,114.15,114.379,895.0,45.39999999999935,-15.500000000000114,0.0,True
2022,2022-02-03,114.378,114.699,114.325,114.674,540.0,37.39999999999952,29.600000000000648,114.674,114.986,114.65,114.957,888.0,33.59999999999985,28.299999999998704,0.0,True
2022,2022-02-04,114.956,115.15,114.813,115.082,540.0,33.70000000000033,12.599999999999056,115.082,115.428,114.773,115.154,779.0,65.50000000000011,7.200000000000273,0.0,True
2022,2022-02-07,115.225,115.376,115.034,115.099,540.0,34.199999999999875,-12.599999999999056,115.097,115.178,114.913,115.063,894.0,26.500000000000057,-3.3999999999991815,-0.20000000000095497,True
2022,2022-02-08,115.063,115.545,115.059,115.367,540.0,48.60000000000042,30.400000000000205,115.368,115.679,115.229,115.535,898.0,45.000000000000284,16.70000000000016,0.0999999999990564,True
2022,2022-02-09,115.533,115.593,115.32,115.4,539.0,27.300000000001035,-13.299999999999557,115.4,115.601,115.341,115.598,894.0,26.00000000000051,19.79999999999933,0.0,False
2022,2022-02-10,115.598,115.707,115.481,115.561,539.0,22.59999999999991,-3.699999999999193,115.562,116.337,115.541,116.051,898.0,79.60000000000065,48.90000000000043,0.0999999999990564,False
2022,2022-02-11,116.052,116.174,115.88,116.046,540.0,29.400000000001114,-0.6000000000000227,116.044,116.086,115.009,115.411,780.0,107.69999999999982,-63.29999999999956,-0.20000000000095497,True
2022,2022-02-14,115.583,115.594,115.072,115.118,540.0,52.199999999999136,-46.50000000000034,115.118,115.746,115.01,115.538,897.0,73.599999999999,42.00000000000017,0.0,False
2022,2022-02-15,115.539,115.645,115.257,115.581,540.0,38.7999999999991,4.200000000000159,115.58,115.873,115.478,115.639,892.0,39.50000000000102,5.89999999999975,-0.10000000000047748,True
